881,E,1018236,0.05,28,-1
882,U,874519,0.03,11,-1
883,E,983375,0.05,24,-1
884,U,911791,0.03,15,-1
885,E,905125,0.03,14,-1
886,U,1071665,0.06,35,-1
887,E,1113397,0.07,40,-1
888,U,1187487,0.08,49,-1
889,E,993248,0.05,25,-1
890,U,886065,0.03,12,-1
891,E,867963,0.03,10,-1
892,U,913461,0.03,15,-1
893,E,894721,0.03,13,-1
894,U,847676,0.02,7,-1
895,E,1042246,0.06,31,-1
896,U,1013218,0.05,28,-1
897,E,899120,0.03,14,-1
898,U,1149514,0.08,44,-1
899,E,964195,0.04,22,-1
900,U,849296,0.02,8,-1
901,E,1199091,0.08,50,-1
902,U,941184,0.04,19,-1
903,E,827871,0.02,5,-1
904,U,1063918,0.06,34,-1
905,E,1018000,0.05,28,-1
906,U,985660,0.05,24,-1
907,E,1126851,0.07,42,-1
908,U,972443,0.05,23,-1
909,E,985833,0.05,24,-1
910,U,1166698,0.08,46,-1
911,E,1084585,0.06,36,-1
912,U,1150348,0.08,44,-1
913,E,816959,0.02,4,-1
914,U,853497,0.02,8,-1
915,E,1124267,0.07,41,-1
916,U,1018551,0.05,28,-1
917,E,957118,0.04,21,-1
918,U,1053567,0.06,33,-1
919,E,934960,0.04,18,-1
920,U,893373,0.03,13,-1
921,E,1134976,0.07,43,-1
922,U,1083910,0.06,36,-1
923,E,1082979,0.06,36,-1
924,U,1024416,0.05,29,-1
925,E,1124851,0.07,41,-1
926,U,941366,0.04,19,-1
927,E,1157900,0.08,45,-1
928,U,1109479,0.07,39,-1
929,E,1100697,0.07,38,-1
930,U,932761,0.04,18,-1
931,E,981170,0.05,24,-1
932,U,1000579,0.05,26,-1
933,E,898158,0.03,14,-1
934,U,968127,0.04,22,-1
935,E,983341,0.05,24,-1
936,U,1077052,0.06,35,-1
937,E,1187045,0.08,49,-1
938,U,1127366,0.07,42,-1
939,E,943334,0.04,19,-1
940,U,985768,0.05,24,-1
941,E,1047113,0.06,32,-1
942,U,1015414,0.05,28,-1
943,E,873724,0.03,11,-1
944,U,979172,0.05,23,-1
945,E,1095932,0.07,38,-1
946,U,898758,0.03,14,-1
947,E,1075554,0.06,35,-1
948,U,1023224,0.05,29,-1
949,E,1001323,0.05,26,-1
950,U,1121140,0.07,41,-1
951,E,940790,0.04,19,-1
952,U,823648,0.02,4,-1
953,E,1185901,0.08,49,-1
954,U,1199781,0.08,50,-1
955,E,1024789,0.05,29,-1
956,U,928236,0.04,17,-1
957,E,1107979,0.07,39,-1
958,U,1061338,0.06,34,-1
959,E,1090046,0.07,37,-1
960,U,1001886,0.05,26,-1
961,E,884427,0.03,12,-1
962,U,831083,0.02,5,-1
963,E,1001640,0.05,26,-1
964,U,1195163,0.08,50,-1
965,E,992253,0.05,25,-1
966,U,1167080,0.08,46,-1
967,E,873116,0.03,10,-1
968,U,850448,0.02,8,-1
969,E,1172963,0.08,47,-1
970,U,1026389,0.05,29,-1
971,E,900022,0.03,14,-1
972,U,1032267,0.06,30,-1
973,E,934487,0.04,18,-1
974,U,1198076,0.08,50,-1
975,E,826495,0.02,5,-1
976,U,1007422,0.05,27,-1
977,E,863639,0.03,9,-1
978,U,899236,0.03,14,-1
979,E,1119796,0.07,41,-1
980,U,836472,0.02,6,-1
981,E,1038254,0.06,31,-1
982,U,857778,0.03,9,-1
983,E,1050577,0.06,32,-1
984,U,1106613,0.07,39,-1
985,E,839414,0.02,6,-1
986,U,1053796,0.06,33,-1
987,E,1005049,0.05,27,-1
988,U,1071912,0.06,35,-1
989,E,1030956,0.06,30,-1
990,U,1077438,0.06,35,-1
991,E,1010807,0.05,27,-1
992,U,1063415,0.06,34,-1
993,E,1140385,0.07,43,-1
994,U,1029949,0.06,30,-1
995,E,966392,0.04,22,-1
996,U,1127330,0.07,42,-1
997,E,926297,0.04,17,-1
998,U,828406,0.02,5,-1
999,E,976397,0.05,23,-1
1000,U,852679,0.02,8,-1
